episode,cumulative_reward,episode_length,time,epsilon
0,-5.700001,50,0.0,0.858545010825607
1,-7.500001,50,0.0,0.8191118053305656
2,-5.700001,50,0.125,0.7816017799612992
3,-8.700001,50,0.125,0.7459211401162845
4,-5.1000013,50,0.125,0.7119806656106942
5,-4.500001,50,0.125,0.6796954875794602
6,-2.7000015,50,0.0,0.6489848762609065
7,-7.500001,50,0.125,0.6197720391302934
8,-7.500001,50,0.125,0.5919839288785074
9,-8.700001,50,0.125,0.5655510607557385
10,-9.3,50,0.0,0.5404073388234136
11,-6.9000006,50,0.125,0.5164898906799225
12,-8.1,50,0.125,0.4937389102468636
13,-4.500001,50,0.125,0.4720975082226981
14,-6.9000006,50,0.125,0.45151156982986246
15,-6.9000006,50,0.125,0.4319296194996383
16,-3.9000013,50,0.0,0.4133026921564177
17,-3.9000013,50,0.125,0.3955842107795092
18,-3.3000014,50,0.125,0.378729869936326
19,-3.3000014,50,0.125,0.36269752499572594
0,-7.500001,50,0.0,0.858545010825607
1,-6.9000006,50,0.0,0.8191118053305656
2,-8.1,50,0.0,0.7816017799612992
3,-8.1,50,0.125,0.7459211401162845
4,-5.1000013,50,0.125,0.7119806656106942
5,-6.9000006,50,0.125,0.6796954875794602
6,-6.9000006,50,0.0,0.6489848762609065
7,-5.700001,50,0.125,0.6197720391302934
8,-6.300001,50,0.125,0.5919839288785074
9,-4.500001,50,0.125,0.5655510607557385
10,-5.700001,50,0.0,0.5404073388234136
11,-4.500001,50,0.125,0.5164898906799225
12,2.699998,50,0.125,0.4937389102468636
13,-5.1000013,50,0.125,0.4720975082226981
14,-6.9000006,50,0.125,0.45151156982986246
15,3.8999977,50,0.0,0.4319296194996383
16,-7.500001,50,0.125,0.4133026921564177
17,-2.1000016,50,0.125,0.3955842107795092
18,-0.9000015,50,0.125,0.378729869936326
19,3.8999977,50,0.125,0.36269752499572594
0,-6.300001,50,0.0,0.858545010825607
1,-8.1,50,0.0,0.8191118053305656
2,-7.500001,50,0.0,0.7816017799612992
3,-7.500001,50,0.125,0.7459211401162845
4,-5.700001,50,0.125,0.7119806656106942
5,-5.700001,50,0.125,0.6796954875794602
6,-5.700001,50,0.0,0.6489848762609065
7,-2.1000016,50,0.125,0.6197720391302934
8,-6.9000006,50,0.125,0.5919839288785074
9,-6.9000006,50,0.125,0.5655510607557385
10,-5.1000013,50,0.0,0.5404073388234136
11,1.4999981,50,0.125,0.5164898906799225
12,-3.3000014,50,0.125,0.4937389102468636
13,-5.1000013,50,0.125,0.4720975082226981
14,-5.1000013,50,0.125,0.45151156982986246
15,-5.1000013,50,0.0,0.4319296194996383
16,0.8999982,50,0.125,0.4133026921564177
17,-5.700001,50,0.125,0.3955842107795092
18,-5.700001,50,0.125,0.378729869936326
19,-3.3000014,50,0.125,0.36269752499572594
0,-8.1,50,0.0,0.858545010825607
1,-5.700001,50,0.0,0.8191118053305656
2,-8.1,50,0.0,0.7816017799612992
3,-7.500001,50,0.125,0.7459211401162845
4,-5.1000013,50,0.125,0.7119806656106942
5,-6.300001,50,0.0,0.6796954875794602
6,-7.500001,50,0.125,0.6489848762609065
7,-6.300001,50,0.125,0.6197720391302934
8,-5.700001,50,0.125,0.5919839288785074
9,3.8999977,50,0.0,0.5655510607557385
10,-6.300001,50,0.125,0.5404073388234136
11,-0.9000015,50,0.125,0.5164898906799225
12,3.8999977,50,0.125,0.4937389102468636
13,-5.700001,50,0.125,0.4720975082226981
14,-5.700001,50,0.0,0.45151156982986246
15,-3.9000013,50,0.125,0.4319296194996383
16,-5.1000013,50,0.125,0.4133026921564177
17,-4.500001,50,0.125,0.3955842107795092
18,-6.300001,50,0.125,0.378729869936326
19,-6.300001,50,0.0,0.36269752499572594
0,-7.500001,50,0.0,0.858545010825607
1,-6.9000006,50,0.0,0.8191118053305656
2,-3.9000013,50,0.0,0.7816017799612992
3,-6.9000006,50,0.125,0.7459211401162845
4,-6.300001,50,0.125,0.7119806656106942
5,-6.9000006,50,0.125,0.6796954875794602
6,-5.700001,50,0.0,0.6489848762609065
7,-6.300001,50,0.125,0.6197720391302934
8,-5.700001,50,0.125,0.5919839288785074
9,-1.5000017,50,0.125,0.5655510607557385
10,-3.9000013,50,0.0,0.5404073388234136
11,-4.500001,50,0.125,0.5164898906799225
12,-0.30000162,50,0.125,0.4937389102468636
13,-5.700001,50,0.125,0.4720975082226981
14,-3.9000013,50,0.125,0.45151156982986246
15,3.8999977,50,0.0,0.4319296194996383
16,0.8999982,50,0.125,0.4133026921564177
17,-5.1000013,50,0.125,0.3955842107795092
18,3.2999978,50,0.125,0.378729869936326
19,-0.30000162,50,0.0,0.36269752499572594
0,-6.9000006,50,0.0,0.858545010825607
1,-5.1000013,50,0.0,0.8191118053305656
2,-3.3000014,50,0.0,0.7816017799612992
3,-8.1,50,0.125,0.7459211401162845
4,-5.700001,50,0.125,0.7119806656106942
5,-6.9000006,50,0.0,0.6796954875794602
6,-3.9000013,50,0.125,0.6489848762609065
7,-8.1,50,0.125,0.6197720391302934
8,-5.700001,50,0.125,0.5919839288785074
9,-4.500001,50,0.125,0.5655510607557385
10,-3.9000013,50,0.0,0.5404073388234136
11,-6.300001,50,0.125,0.5164898906799225
12,-4.500001,50,0.125,0.4937389102468636
13,-2.1000016,50,0.125,0.4720975082226981
14,-2.7000015,50,0.0,0.45151156982986246
